time,load,temp,rhum,dew_point,apparent_temp,precip,rain,snow,press,cloud,solar_rad,direct_rad,diffuse_rad,wind_sp,wind_dir,wrn_1_1,wrn_C_한파,wrn_D_건조,wrn_F_안개,wrn_H_폭염,wrn_O_해일,wrn_R_호우,wrn_S_대설,wrn_T_태풍,wrn_V_풍랑,wrn_W_강풍,wrn_Y_황사,정치,경제,사회,문화,국제,지역,스포츠,IT_과학,범죄,사고,재해,사회_사건사고
2012-01-02 00:00:00,640.5,-5.0740004,66.09973,-10.424,-9.024538,0.0,0.0,0.0,1014.7295,5.0,0.0,0.0,0.0,4.5536795,288.43503,0,0,0,0,0,0,0,1,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 01:00:00,650.1,-4.924,65.61357,-10.374,-8.855997,0.0,0.0,0.0,1015.13153,11.0,0.0,0.0,0.0,4.452954,284.03625,0,0,0,0,0,0,0,1,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 02:00:00,637.8,-4.8240004,64.60646,-10.474,-8.649612,0.0,0.0,0.0,1015.23456,13.0,0.0,0.0,0.0,3.671294,281.3099,0,0,0,0,0,0,0,1,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 03:00:00,637.8,-4.724,64.12081,-10.474,-8.4341955,0.0,0.0,0.0,1015.53534,7.0,0.0,0.0,0.0,2.8799999,270.0,0,0,0,0,0,0,0,1,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 04:00:00,638.4,-5.524,67.853386,-10.524,-9.353552,0.0,0.0,0.0,1015.7001,1.0,0.0,0.0,0.0,3.671294,258.6901,0,0,0,0,0,0,0,1,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 05:00:00,630.0,-5.8240004,69.970764,-10.424,-9.725116,0.0,0.0,0.0,1015.3909,1.0,0.0,0.0,0.0,4.2136917,250.0168,0,0,0,0,0,0,0,1,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 06:00:00,619.5,-6.0740004,71.599335,-10.374,-9.991215,0.0,0.0,0.0,1015.87494,2.0,0.0,0.0,0.0,4.3498964,245.55606,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 07:00:00,660.0,-6.274,72.413895,-10.424,-9.9393015,0.0,0.0,0.0,1016.0646,2.0,0.0,0.0,0.0,2.5959969,236.3099,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 08:00:00,796.5,-6.3739996,72.39394,-10.524,-10.078378,0.0,0.0,0.0,1016.65375,2.0,1.0,0.0,1.0,2.8116899,230.19447,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 09:00:00,1087.8,-6.024,67.4721,-11.073999,-9.792037,0.0,0.0,0.0,1016.86615,0.0,81.0,46.0,35.0,2.968636,194.03627,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 10:00:00,1344.9,-4.474,58.11321,-11.474,-8.402977,0.0,0.0,0.0,1016.83154,88.0,241.0,172.0,69.0,3.8773184,201.80147,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 11:00:00,1384.2,-3.174,57.543205,-10.374,-7.2437735,0.0,0.0,0.0,1016.48944,96.0,348.0,218.0,130.0,5.3999996,233.13002,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 12:00:00,1467.9,-1.7739999,50.86148,-10.624,-6.061405,0.0,0.0,0.0,1016.1505,96.0,433.0,271.0,162.0,6.763786,244.7989,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 13:00:00,1480.5,-1.0740001,47.17771,-10.924,-5.1986346,0.0,0.0,0.0,1014.89294,97.0,438.0,256.0,182.0,5.495161,238.39255,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 14:00:00,1493.1,-0.674,44.916557,-11.174,-4.8168383,0.0,0.0,0.0,1014.0185,91.0,396.0,206.0,190.0,5.495161,238.39255,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 15:00:00,1457.1,-0.674,43.854282,-11.474,-5.0007195,0.0,0.0,0.0,1013.62274,81.0,343.0,196.0,147.0,6.6087217,240.64233,0,0,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 16:00:00,1481.7,-1.674,49.30025,-10.924,-6.104832,0.0,0.0,0.0,1013.5826,86.0,219.0,109.0,110.0,7.5942082,238.57048,0,1,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 17:00:00,1441.8,-2.8739998,53.87163,-10.924,-7.301281,0.0,0.0,0.0,1013.7319,75.0,80.0,28.0,52.0,7.5685663,244.65387,0,1,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 18:00:00,1475.1,-4.524,57.637123,-11.624,-8.994342,0.0,0.0,0.0,1014.2579,68.0,3.0,0.0,3.0,7.5170207,253.30067,0,1,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 19:00:00,1431.3,-6.0740004,59.577007,-12.674,-10.25425,0.0,0.0,0.0,1014.09467,7.0,0.0,0.0,0.0,5.04,270.0,0,1,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 20:00:00,1425.3,-6.524,59.45791,-13.124,-10.680592,0.0,0.0,0.0,1014.37256,9.0,0.0,0.0,0.0,4.68,270.0,0,1,0,0,0,0,0,0,0,0,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 21:00:00,1349.1,-4.774,56.42602,-12.124,-8.707565,0.0,0.0,0.0,1014.2474,13.0,0.0,0.0,0.0,3.6,270.0,0,1,0,0,0,0,0,0,0,1,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 22:00:00,1277.4,-5.174,59.574738,-11.823999,-9.34964,0.0,0.0,0.0,1013.8351,6.0,0.0,0.0,0.0,5.3999996,270.0,0,1,0,0,0,0,0,0,0,1,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-02 23:00:00,725.1,-5.424,62.688213,-11.424,-9.519168,0.0,0.0,0.0,1013.82495,12.0,0.0,0.0,0.0,5.04,270.0,0,1,0,0,0,0,0,0,0,1,0,0,2041,5425,1184,2284,1113,1818,458,1592,0,185,0,0
2012-01-03 00:00:00,611.1,-5.6239996,65.70953,-11.024,-9.639895,0.0,0.0,0.0,1013.7178,19.0,0.0,0.0,0.0,4.6938252,265.60138,0,1,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 01:00:00,613.2,-5.8739996,69.13339,-10.624,-9.860291,0.0,0.0,0.0,1013.7073,26.0,0.0,0.0,0.0,4.6938252,265.60138,0,1,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 02:00:00,608.1,-6.1239996,72.44373,-10.274,-10.245722,0.0,0.0,0.0,1013.5979,45.0,0.0,0.0,0.0,5.8048253,262.8751,0,1,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 03:00:00,597.3,-6.224,74.45459,-10.024,-10.326307,0.0,0.0,0.0,1013.29706,41.0,0.0,0.0,0.0,5.8048253,262.8751,0,1,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 04:00:00,604.5,-6.224,71.003685,-10.624,-10.442724,0.0,0.0,0.0,1013.0993,32.0,0.0,0.0,0.0,6.28713,256.75946,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 05:00:00,611.7,-6.5740004,74.68387,-10.323999,-10.718987,0.0,0.0,0.0,1012.68896,29.0,0.0,0.0,0.0,5.937272,255.96373,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 06:00:00,614.1,-6.8239994,76.43112,-10.274,-10.863758,0.0,0.0,0.0,1012.57983,28.0,0.0,0.0,0.0,5.2416787,254.05453,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 07:00:00,660.9,-7.0739994,78.53196,-10.174,-10.940266,0.0,0.0,0.0,1012.3715,14.0,0.0,0.0,0.0,4.1046314,254.74483,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 08:00:00,806.7,-7.224,79.44404,-10.174,-11.123895,0.0,0.0,0.0,1012.662,32.0,1.0,0.0,1.0,4.3349743,221.63345,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 09:00:00,1072.8,-6.474,73.23948,-10.474,-10.28957,0.0,0.0,0.0,1013.28674,32.0,78.0,42.0,36.0,3.6,216.86998,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 10:00:00,1399.2,-5.1239996,58.875847,-11.924,-8.94228,0.0,0.0,0.0,1012.7494,49.0,220.0,143.0,77.0,2.9024127,240.2552,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 11:00:00,1476.6,-3.5740001,57.207703,-10.823999,-7.3656683,0.0,0.0,0.0,1011.5269,28.0,369.0,278.0,91.0,3.2599385,263.6599,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 12:00:00,1522.8,-1.8740001,51.237305,-10.624,-5.7549167,0.0,0.0,0.0,1009.81525,9.0,468.0,375.0,93.0,3.9763298,264.80566,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 13:00:00,1551.0,-0.22399998,39.645073,-12.323999,-4.4097457,0.0,0.0,0.0,1008.49646,39.0,503.0,410.0,93.0,5.2416787,254.05453,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 14:00:00,1549.2,0.47599995,37.68477,-12.323999,-3.9793866,0.0,0.0,0.0,1007.2379,88.0,475.0,384.0,91.0,7.0911775,246.0375,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 15:00:00,1506.6,0.52599996,39.40149,-11.724,-4.383186,0.0,0.0,0.0,1006.943,95.0,380.0,279.0,101.0,10.483357,254.05453,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 16:00:00,1526.4,0.026000023,51.582016,-8.774,-4.7569313,0.0,0.0,0.07,1007.1213,99.0,139.0,45.0,94.0,11.183201,266.3087,0,1,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 17:00:00,1518.9,-1.5740001,67.67599,-6.774,-6.121915,0.2,0.0,0.14,1007.552,98.0,44.0,8.0,36.0,10.829959,285.4222,0,1,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 18:00:00,1546.8,-2.624,73.12783,-6.774,-7.214332,0.1,0.0,0.07,1008.0046,99.0,2.0,0.0,2.0,11.119281,299.0545,0,1,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 19:00:00,1524.6,-3.4740002,73.81419,-7.474,-7.7624784,0.1,0.0,0.07,1007.9701,37.0,0.0,0.0,0.0,8.587338,303.02386,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 20:00:00,1534.2,-4.274,73.37688,-8.323999,-9.132875,0.0,0.0,0.07,1008.43207,30.0,0.0,0.0,0.0,11.966953,291.16132,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 21:00:00,1472.1,-5.174,70.38504,-9.724,-10.331862,0.0,0.0,0.0,1009.0874,52.0,0.0,0.0,0.0,13.207634,287.44727,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 22:00:00,1381.2,-6.5740004,64.70132,-12.124,-11.867794,0.0,0.0,0.0,1009.524,50.0,0.0,0.0,0.0,12.9249525,282.875,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-03 23:00:00,819.9,-7.5739994,62.908966,-13.424,-12.819221,0.0,0.0,0.0,1009.4822,52.0,0.0,0.0,0.0,12.015589,278.61557,0,0,0,0,0,0,0,0,0,0,0,0,1521,4883,1352,2204,1005,1709,394,1563,0,161,0,0
2012-01-04 00:00:00,747.3,-8.274,65.07873,-13.674,-13.413206,0.0,0.0,0.0,1009.6508,54.0,0.0,0.0,0.0,11.183201,273.6913,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 01:00:00,707.4,-8.774,67.6631,-13.674,-13.857424,0.0,0.0,0.0,1010.0251,28.0,0.0,0.0,0.0,10.799999,270.0,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 02:00:00,646.5,-9.224,68.95358,-13.874,-14.270621,0.0,0.0,0.0,1010.00604,26.0,0.0,0.0,0.0,10.464798,273.9451,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 03:00:00,639.0,-9.674,69.41957,-14.224,-14.641382,0.0,0.0,0.0,1010.2834,22.0,0.0,0.0,0.0,9.779817,276.3401,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 04:00:00,609.0,-9.974,70.21177,-14.374,-14.897931,0.0,0.0,0.0,1010.46844,22.0,0.0,0.0,0.0,9.422101,276.58185,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 05:00:00,619.5,-10.774,71.49689,-14.924,-15.5288925,0.0,0.0,0.0,1010.43427,17.0,0.0,0.0,0.0,8.049845,280.30478,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 06:00:00,644.4,-11.674,72.200874,-15.674,-16.253359,0.0,0.0,0.0,1010.9885,20.0,0.0,0.0,0.0,6.5693827,279.46225,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 07:00:00,710.1,-12.474,72.6395,-16.374,-16.97266,0.0,0.0,0.0,1012.0416,16.0,0.0,0.0,0.0,5.771239,273.57626,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 08:00:00,759.9,-12.224,71.48976,-16.324,-16.508492,0.0,0.0,0.0,1013.1402,20.0,1.0,0.0,1.0,4.32,270.0,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 09:00:00,1093.8,-11.474,67.0393,-16.374,-15.867692,0.0,0.0,0.0,1013.66693,15.0,82.0,46.0,36.0,5.0528407,265.91446,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 10:00:00,1277.4,-10.823999,64.99567,-16.124,-15.271308,0.0,0.0,0.0,1014.58527,3.0,241.0,174.0,67.0,5.506941,258.6901,0,0,0,0,0,0,0,0,0,1,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 11:00:00,1356.9,-7.224,55.516525,-14.624,-11.80693,0.0,0.0,0.0,1014.64,2.0,381.0,298.0,83.0,6.9899354,258.11136,0,0,0,0,0,0,0,0,0,1,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 12:00:00,1478.7,-5.774,50.712517,-14.374,-10.571013,0.0,0.0,0.0,1014.0081,0.0,476.0,385.0,91.0,8.557102,255.37909,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 13:00:00,1456.5,-4.724,46.452618,-14.474,-9.936369,0.0,0.0,0.0,1013.3593,0.0,514.0,422.0,92.0,11.367109,259.046,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 14:00:00,1388.7,-4.224,43.46946,-14.823999,-9.699928,0.0,0.0,0.0,1012.8854,0.0,488.0,398.0,90.0,13.039754,263.6599,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 15:00:00,1420.2,-4.1239996,42.614986,-14.973999,-9.701573,0.0,0.0,0.0,1012.8892,0.0,399.0,316.0,83.0,13.679999,270.0,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 16:00:00,1469.7,-4.674,45.15187,-14.774,-10.188785,0.0,0.0,0.0,1012.9655,0.0,261.0,194.0,67.0,13.324863,271.54813,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 17:00:00,1515.0,-5.3739996,47.60609,-14.774,-10.730677,0.0,0.0,0.0,1013.72797,2.0,102.0,63.0,39.0,12.24,270.0,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 18:00:00,1515.9,-6.3240004,52.02484,-14.573999,-11.407995,0.0,0.0,0.0,1014.2819,1.0,4.0,1.0,3.0,10.446206,271.97488,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 19:00:00,1511.1,-7.3239994,56.176083,-14.573999,-12.473696,0.0,0.0,0.0,1014.93243,1.0,0.0,0.0,0.0,10.8955765,277.59454,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 20:00:00,1465.5,-8.424,60.921707,-14.624,-13.50302,0.0,0.0,0.0,1015.3804,2.0,0.0,0.0,0.0,10.390226,284.03625,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 21:00:00,1384.5,-9.674,65.27478,-14.973999,-14.638542,0.0,0.0,0.0,1015.82135,5.0,0.0,0.0,0.0,9.47012,278.74606,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 22:00:00,1289.1,-10.924,68.57392,-15.573999,-15.647429,0.0,0.0,0.0,1015.96533,7.0,0.0,0.0,0.0,7.5942073,275.44025,0,0,0,0,0,0,0,0,0,0,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-04 23:00:00,684.9,-11.424,69.89756,-15.823999,-15.8930435,0.0,0.0,0.0,1016.14136,7.0,0.0,0.0,0.0,5.7599998,270.0,0,0,0,0,0,0,0,0,0,1,0,0,1351,5140,1272,2175,1184,1619,393,1814,0,172,0,0
2012-01-05 00:00:00,602.1,-10.474,68.95872,-15.073999,-15.021145,0.0,0.0,0.0,1016.6769,8.0,0.0,0.0,0.0,6.5693827,260.53775,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 01:00:00,598.2,-9.024,67.33069,-13.974,-13.350049,0.0,0.0,0.0,1017.03595,3.0,0.0,0.0,0.0,5.4833565,246.80138,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 02:00:00,600.9,-9.323999,69.21331,-13.924,-13.576848,0.0,0.0,0.0,1017.02313,5.0,0.0,0.0,0.0,5.00128,239.74365,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 03:00:00,580.2,-9.674,72.01781,-13.774,-13.945795,0.0,0.0,0.0,1017.60144,1.0,0.0,0.0,0.0,5.1919937,236.3099,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 04:00:00,573.3,-9.974,72.54649,-13.974,-14.3019705,0.0,0.0,0.0,1017.5886,1.0,0.0,0.0,0.0,5.495161,238.39255,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 05:00:00,586.5,-10.073999,73.720215,-13.874,-14.340852,0.0,0.0,0.0,1017.7819,3.0,0.0,0.0,0.0,5.1165614,230.71062,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 06:00:00,612.9,-10.174,74.30461,-13.874,-14.408787,0.0,0.0,0.0,1017.77783,1.0,0.0,0.0,0.0,4.8965297,216.02747,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 07:00:00,637.2,-10.224,75.20942,-13.774,-14.423266,0.0,0.0,0.0,1018.17114,19.0,0.0,0.0,0.0,4.6938257,212.47118,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 08:00:00,742.8,-10.224,75.51643,-13.724,-14.293832,0.0,0.0,0.0,1018.6656,25.0,1.0,0.0,1.0,3.8268526,221.18582,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 09:00:00,1115.7,-9.474,71.18411,-13.724,-13.584176,0.0,0.0,0.0,1018.79675,10.0,84.0,49.0,35.0,4.1046314,217.87505,0,1,1,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 10:00:00,1372.2,-8.124,56.649445,-15.223999,-12.427111,0.0,0.0,0.0,1019.1514,0.0,239.0,165.0,74.0,4.8433046,228.01286,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 11:00:00,1450.2,-6.3240004,53.75789,-14.174,-10.780001,0.0,0.0,0.0,1018.9305,0.0,384.0,300.0,84.0,6.297428,239.03632,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 12:00:00,1522.8,-4.5740004,48.043903,-13.924,-9.296131,0.0,0.0,0.0,1018.31104,0.0,479.0,389.0,90.0,8.225035,246.80139,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 13:00:00,1506.0,-3.524,44.952213,-13.774,-8.552783,0.0,0.0,0.0,1017.06854,0.0,514.0,421.0,93.0,10.390226,255.96373,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 14:00:00,1530.9,-2.8240001,42.6695,-13.774,-8.024814,0.0,0.0,0.0,1016.60236,0.0,486.0,395.0,91.0,11.570515,264.64426,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 15:00:00,1521.3,-2.5740001,41.545628,-13.874,-7.8791676,0.0,0.0,0.0,1016.217,0.0,398.0,315.0,83.0,12.245294,268.31534,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 16:00:00,1506.3,-3.0740001,44.54405,-13.474,-8.302571,0.0,0.0,0.0,1016.1966,0.0,261.0,193.0,68.0,11.885453,271.73566,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 17:00:00,1493.4,-3.8739998,46.901844,-13.573999,-8.796885,0.0,0.0,0.0,1016.4607,0.0,103.0,63.0,40.0,9.746631,274.23633,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 18:00:00,1528.8,-5.224,51.921276,-13.573999,-9.885471,0.0,0.0,0.0,1017.19617,0.0,4.0,1.0,3.0,7.9526596,275.19434,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 19:00:00,1494.0,-6.774,53.18994,-14.723999,-11.39834,0.0,0.0,0.0,1017.52704,0.0,0.0,0.0,0.0,7.2359104,275.7105,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 20:00:00,1462.8,-7.1239996,50.730007,-15.624001,-11.812676,0.0,0.0,0.0,1017.71,0.0,0.0,0.0,0.0,7.342588,281.3099,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 21:00:00,1383.9,-5.274,45.527332,-15.223999,-9.873358,0.0,0.0,0.0,1017.7874,0.0,0.0,0.0,0.0,6.87779,276.0089,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 22:00:00,1245.3,-5.524,48.748127,-14.624,-9.953141,0.0,0.0,0.0,1017.9749,0.0,0.0,0.0,0.0,5.937272,255.96373,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-05 23:00:00,681.3,-5.474,51.427177,-13.924,-9.777254,0.0,0.0,0.0,1017.8779,1.0,0.0,0.0,0.0,5.3517847,250.34608,0,0,0,0,0,0,0,0,0,0,0,0,1897,6004,1568,2238,1450,1633,497,2170,0,160,0,0
2012-01-06 00:00:00,592.8,-5.524,54.64782,-13.224,-9.708542,0.0,0.0,0.0,1018.1728,1.0,0.0,0.0,0.0,4.829907,243.43501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 01:00:00,583.8,-5.6239996,58.036667,-12.573999,-9.7204685,0.0,0.0,0.0,1018.36646,9.0,0.0,0.0,0.0,4.510787,241.38963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 02:00:00,560.1,-5.674,60.893497,-12.024,-9.733769,0.0,0.0,0.0,1018.5621,3.0,0.0,0.0,0.0,4.510787,241.38963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
